,gene_ids,feature_types,genome,mt,ribo,hb,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts
USP53,ENSG00000145390,Gene Expression,GRCh38,False,False,False,657,0.15124199,0.14084135,86.8389423076923,755.0,6.6280413
C4orf3,ENSG00000164096,Gene Expression,GRCh38,False,False,False,3204,1.401242,0.8759861,35.817307692307686,6995.0,8.853094
FABP2,ENSG00000145384,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC093752.3,ENSG00000260091,Gene Expression,GRCh38,False,False,False,5,0.0010016026,0.0010011013,99.89983974358975,5.0,1.7917595
AC093752.2,ENSG00000250950,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
PDE5A,ENSG00000138735,Gene Expression,GRCh38,False,False,False,873,0.28766027,0.25282684,82.51201923076923,1436.0,7.270313
AC080089.2,ENSG00000286241,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
LINC01365,ENSG00000250772,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02502,ENSG00000250392,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC097173.2,ENSG00000253825,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
MAD2L1,ENSG00000164109,Gene Expression,GRCh38,False,False,False,926,0.23036858,0.20731379,81.45032051282051,1150.0,7.0483866
AC073475.1,ENSG00000250938,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
AC025741.1,ENSG00000249409,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PRDM5,ENSG00000138738,Gene Expression,GRCh38,False,False,False,38,0.0078125,0.0077821403,99.23878205128204,39.0,3.6888795
NDNF,ENSG00000173376,Gene Expression,GRCh38,False,False,False,8,0.0016025641,0.0016012813,99.83974358974359,8.0,2.1972246
AC105254.1,ENSG00000250344,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TNIP3,ENSG00000050730,Gene Expression,GRCh38,False,False,False,23,0.0048076925,0.0047961725,99.53926282051282,24.0,3.218876
QRFPR,ENSG00000186867,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ANXA5,ENSG00000164111,Gene Expression,GRCh38,False,False,False,3328,1.3858173,0.86954176,33.333333333333336,6918.0,8.842027
TMEM155,ENSG00000164112,Gene Expression,GRCh38,False,False,False,6,0.0012019231,0.0012012013,99.8798076923077,6.0,1.9459101
AC079341.1,ENSG00000226757,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
EXOSC9,ENSG00000123737,Gene Expression,GRCh38,False,False,False,866,0.20112179,0.18325594,82.65224358974359,1004.0,6.9127426
CCNA2,ENSG00000145386,Gene Expression,GRCh38,False,False,False,791,0.1923077,0.17589067,84.15464743589743,960.0,6.8679743
BBS7,ENSG00000138686,Gene Expression,GRCh38,False,False,False,375,0.08173077,0.07856232,92.48798076923077,408.0,6.0137153
AC079341.2,ENSG00000261501,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TRPC3,ENSG00000138741,Gene Expression,GRCh38,False,False,False,8,0.0018028846,0.0018012613,99.83974358974359,9.0,2.3025851
KIAA1109,ENSG00000138688,Gene Expression,GRCh38,False,False,False,946,0.21895032,0.19799009,81.04967948717949,1093.0,6.997596
ADAD1,ENSG00000164113,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
IL2,ENSG00000109471,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
IL21,ENSG00000138684,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
IL21-AS1,ENSG00000227145,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC053545.1,ENSG00000287692,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
BBS12,ENSG00000181004,Gene Expression,GRCh38,False,False,False,130,0.026241988,0.025903575,97.39583333333334,131.0,4.882802
FGF2,ENSG00000138685,Gene Expression,GRCh38,False,False,False,72,0.014423077,0.014320054,98.5576923076923,72.0,4.2904596
AC021205.3,ENSG00000273007,Gene Expression,GRCh38,False,False,False,24,0.0048076925,0.0047961725,99.51923076923077,24.0,3.218876
NUDT6,ENSG00000170917,Gene Expression,GRCh38,False,False,False,364,0.079527244,0.07652321,92.70833333333334,397.0,5.986452
SPATA5,ENSG00000145375,Gene Expression,GRCh38,False,False,False,264,0.05488782,0.053434428,94.71153846153845,274.0,5.616771
AC026402.2,ENSG00000287951,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
SPRY1,ENSG00000164056,Gene Expression,GRCh38,False,False,False,657,0.15304486,0.14240615,86.8389423076923,764.0,6.639876
AC093821.1,ENSG00000249125,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
LINC02435,ENSG00000251526,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC01091,ENSG00000249464,Gene Expression,GRCh38,False,False,False,9,0.0018028846,0.0018012613,99.81971153846155,9.0,2.3025851
AC096732.1,ENSG00000226655,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC108075.1,ENSG00000286700,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC121154.1,ENSG00000249837,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC133530.1,ENSG00000286734,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02516,ENSG00000261083,Gene Expression,GRCh38,False,False,False,5,0.0010016026,0.0010011013,99.89983974358975,5.0,1.7917595
ANKRD50,ENSG00000151458,Gene Expression,GRCh38,False,False,False,754,0.1748798,0.16116585,84.89583333333334,873.0,6.7730803
FAT4,ENSG00000196159,Gene Expression,GRCh38,False,False,False,58,0.012219551,0.012145495,98.83814102564102,61.0,4.1271343
AC104664.1,ENSG00000250149,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02379,ENSG00000251649,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC097528.1,ENSG00000286251,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC096773.1,ENSG00000250945,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC093772.1,ENSG00000248491,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC093772.2,ENSG00000287101,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC097462.3,ENSG00000287021,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
INTU,ENSG00000164066,Gene Expression,GRCh38,False,False,False,248,0.052884616,0.05153365,95.03205128205127,264.0,5.57973
SLC25A31,ENSG00000151475,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
HSPA4L,ENSG00000164070,Gene Expression,GRCh38,False,False,False,220,0.04627404,0.04523532,95.59294871794873,231.0,5.4467373
AC093591.2,ENSG00000261668,Gene Expression,GRCh38,False,False,False,4,0.00080128206,0.0008009612,99.9198717948718,4.0,1.609438
PLK4,ENSG00000142731,Gene Expression,GRCh38,False,False,False,238,0.050881412,0.049629252,95.2323717948718,254.0,5.5412636
MFSD8,ENSG00000164073,Gene Expression,GRCh38,False,False,False,514,0.110777244,0.10505999,89.70352564102564,553.0,6.317165
ABHD18,ENSG00000164074,Gene Expression,GRCh38,False,False,False,321,0.067307696,0.06513931,93.56971153846155,336.0,5.820083
LARP1B,ENSG00000138709,Gene Expression,GRCh38,False,False,False,526,0.11378205,0.10776147,89.46314102564102,568.0,6.3438807
PGRMC2,ENSG00000164040,Gene Expression,GRCh38,False,False,False,2042,0.60977566,0.47609484,59.09455128205128,3044.0,8.021256
LINC02615,ENSG00000251432,Gene Expression,GRCh38,False,False,False,107,0.022636218,0.02238382,97.85657051282051,113.0,4.7361984
AC110609.1,ENSG00000273077,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC078850.1,ENSG00000248187,Gene Expression,GRCh38,False,False,False,4,0.00080128206,0.0008009612,99.9198717948718,4.0,1.609438
AC078850.2,ENSG00000248802,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
JADRR,ENSG00000280711,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
JADE1,ENSG00000077684,Gene Expression,GRCh38,False,False,False,526,0.114182696,0.10812113,89.46314102564102,570.0,6.347389
SCLT1,ENSG00000151466,Gene Expression,GRCh38,False,False,False,298,0.06630609,0.06420042,94.03044871794873,331.0,5.805135
C4orf33,ENSG00000151470,Gene Expression,GRCh38,False,False,False,219,0.045072116,0.044085894,95.61298076923077,225.0,5.420535
AC082650.1,ENSG00000250193,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC082650.2,ENSG00000287748,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02466,ENSG00000246876,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02465,ENSG00000249618,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02479,ENSG00000251326,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC093831.1,ENSG00000250503,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02377,ENSG00000250102,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SNHG27,ENSG00000251676,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC096711.2,ENSG00000251555,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC093916.1,ENSG00000251598,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC096711.1,ENSG00000249463,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC114741.1,ENSG00000248369,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC01256,ENSG00000251398,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC115622.1,ENSG00000251488,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC110751.1,ENSG00000249513,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC105383.1,ENSG00000250241,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PCDH10,ENSG00000138650,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC108052.1,ENSG00000286467,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC079380.1,ENSG00000251388,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC015631.1,ENSG00000251199,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC096763.1,ENSG00000286253,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PABPC4L,ENSG00000254535,Gene Expression,GRCh38,False,False,False,31,0.006209936,0.006190734,99.37900641025641,31.0,3.465736
LINC02462,ENSG00000251291,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC093722.1,ENSG00000249000,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC104619.2,ENSG00000249847,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC107463.1,ENSG00000248434,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02485,ENSG00000248456,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC105362.1,ENSG00000250865,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC00613,ENSG00000248330,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
AC073429.2,ENSG00000261166,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC018680.1,ENSG00000251567,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC073429.1,ENSG00000250665,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02511,ENSG00000248869,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
LINC02510,ENSG00000250341,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
PCDH18,ENSG00000189184,Gene Expression,GRCh38,False,False,False,181,0.037259616,0.03658225,96.37419871794873,186.0,5.2311087
LINC02172,ENSG00000251632,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
AC116563.1,ENSG00000250126,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
AC131956.2,ENSG00000250777,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
AC131956.3,ENSG00000287441,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC131956.1,ENSG00000250034,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC097511.1,ENSG00000287144,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC00616,ENSG00000248307,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SLC7A11-AS1,ENSG00000250033,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SLC7A11,ENSG00000151012,Gene Expression,GRCh38,False,False,False,50,0.010216346,0.010164512,98.99839743589743,51.0,3.9512436
AC093903.1,ENSG00000249091,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC00498,ENSG00000248397,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC00499,ENSG00000251372,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC00500,ENSG00000249381,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
AC098859.2,ENSG00000250977,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC093766.1,ENSG00000250501,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC109927.1,ENSG00000250195,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
AC109927.2,ENSG00000250577,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
NOCT,ENSG00000151014,Gene Expression,GRCh38,False,False,False,85,0.017427884,0.01727776,98.29727564102564,87.0,4.477337
ELF2,ENSG00000109381,Gene Expression,GRCh38,False,False,False,867,0.20292468,0.18475583,82.63221153846155,1013.0,6.921658
MGARP,ENSG00000137463,Gene Expression,GRCh38,False,False,False,13,0.0028044872,0.002800562,99.73958333333334,14.0,2.7080503
NDUFC1,ENSG00000109390,Gene Expression,GRCh38,False,False,False,3627,2.1760817,1.1556482,27.34375,10863.0,9.29321
NAA15,ENSG00000164134,Gene Expression,GRCh38,False,False,False,712,0.16266026,0.1507107,85.73717948717949,812.0,6.7007313
AC097376.3,ENSG00000273247,Gene Expression,GRCh38,False,False,False,107,0.022035256,0.021795988,97.85657051282051,110.0,4.7095304
RAB33B,ENSG00000172007,Gene Expression,GRCh38,False,False,False,360,0.07772436,0.074851744,92.78846153846155,388.0,5.963579
SETD7,ENSG00000145391,Gene Expression,GRCh38,False,False,False,922,0.21814904,0.19733252,81.53044871794873,1089.0,6.993933
AC112236.2,ENSG00000272717,Gene Expression,GRCh38,False,False,False,5,0.0010016026,0.0010011013,99.89983974358975,5.0,1.7917595
AC112236.3,ENSG00000286896,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC112236.1,ENSG00000261268,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
MGST2,ENSG00000085871,Gene Expression,GRCh38,False,False,False,1658,0.45252404,0.37330276,66.78685897435898,2259.0,7.72312
MAML3,ENSG00000196782,Gene Expression,GRCh38,False,False,False,216,0.044471152,0.043510683,95.67307692307693,222.0,5.4071717
AC108053.1,ENSG00000286320,Gene Expression,GRCh38,False,False,False,6,0.0012019231,0.0012012013,99.8798076923077,6.0,1.9459101
AC131182.1,ENSG00000250698,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SCOC,ENSG00000153130,Gene Expression,GRCh38,False,False,False,1869,0.55709136,0.44281957,62.56009615384615,2781.0,7.9309254
SCOC-AS1,ENSG00000196951,Gene Expression,GRCh38,False,False,False,110,0.022636218,0.02238382,97.79647435897436,113.0,4.7361984
CLGN,ENSG00000153132,Gene Expression,GRCh38,False,False,False,146,0.03145032,0.030965889,97.07532051282051,157.0,5.062595
MGAT4D,ENSG00000205301,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ELMOD2,ENSG00000179387,Gene Expression,GRCh38,False,False,False,878,0.20152244,0.18358946,82.41185897435898,1006.0,6.914731
UCP1,ENSG00000109424,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC108019.2,ENSG00000287449,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
TBC1D9,ENSG00000109436,Gene Expression,GRCh38,False,False,False,3526,2.3451521,1.2075121,29.366987179487182,11707.0,9.368028
AC096733.1,ENSG00000248335,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC096733.2,ENSG00000273472,Gene Expression,GRCh38,False,False,False,109,0.022435898,0.022187915,97.81650641025641,112.0,4.727388
RNF150,ENSG00000170153,Gene Expression,GRCh38,False,False,False,61,0.012620192,0.012541221,98.77804487179486,63.0,4.158883
ZNF330,ENSG00000109445,Gene Expression,GRCh38,False,False,False,1049,0.25,0.22314355,78.9863782051282,1248.0,7.1300983
AC107220.1,ENSG00000248747,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02432,ENSG00000248810,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC097504.2,ENSG00000272632,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
LINC02276,ENSG00000250141,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
IL15,ENSG00000164136,Gene Expression,GRCh38,False,False,False,276,0.058092948,0.05646818,94.47115384615384,290.0,5.673323
INPP4B,ENSG00000109452,Gene Expression,GRCh38,False,False,False,531,0.11598558,0.10973794,89.36298076923077,579.0,6.363028
AC139720.2,ENSG00000251248,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC139720.1,ENSG00000249806,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC104596.1,ENSG00000250326,Gene Expression,GRCh38,False,False,False,3,0.00060096156,0.00060078106,99.93990384615384,3.0,1.3862944
USP38,ENSG00000170185,Gene Expression,GRCh38,False,False,False,780,0.18289264,0.16796282,84.375,913.0,6.8178306
AC097658.2,ENSG00000250969,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
GAB1,ENSG00000109458,Gene Expression,GRCh38,False,False,False,669,0.1494391,0.13927408,86.5985576923077,746.0,6.616065
AC097658.3,ENSG00000286771,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SMARCA5-AS1,ENSG00000245112,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
SMARCA5,ENSG00000153147,Gene Expression,GRCh38,False,False,False,1754,0.49058494,0.3991686,64.86378205128204,2449.0,7.8038435
AC107223.1,ENSG00000251600,Gene Expression,GRCh38,False,False,False,8,0.0016025641,0.0016012813,99.83974358974359,8.0,2.1972246
FREM3,ENSG00000183090,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
GYPE,ENSG00000197465,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
GYPB,ENSG00000250361,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC093890.2,ENSG00000286055,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
GYPA,ENSG00000170180,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC098588.3,ENSG00000285783,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
AC106871.1,ENSG00000261129,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
HHIP-AS1,ENSG00000248890,Gene Expression,GRCh38,False,False,False,11,0.0022035257,0.0022011015,99.77964743589743,11.0,2.4849067
HHIP,ENSG00000164161,Gene Expression,GRCh38,False,False,False,1,0.00020032052,0.00020030045,99.97996794871796,1.0,0.6931472
ANAPC10,ENSG00000164162,Gene Expression,GRCh38,False,False,False,546,0.12079327,0.11403671,89.0625,603.0,6.403574
AC109811.1,ENSG00000250406,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
ABCE1,ENSG00000164163,Gene Expression,GRCh38,False,False,False,1165,0.28946313,0.25422597,76.66266025641025,1445.0,7.2765565
OTUD4,ENSG00000164164,Gene Expression,GRCh38,False,False,False,783,0.17768429,0.16355005,84.31490384615384,887.0,6.788972
LINC02266,ENSG00000272727,Gene Expression,GRCh38,False,False,False,2,0.00040064103,0.0004005608,99.9599358974359,2.0,1.0986123
AC093796.1,ENSG00000286420,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SMAD1,ENSG00000170365,Gene Expression,GRCh38,False,False,False,702,0.15905449,0.14760457,85.9375,794.0,6.6783423
SMAD1-AS2,ENSG00000250582,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
SMAD1-AS1,ENSG00000250902,Gene Expression,GRCh38,False,False,False,0,0.0,0.0,100.0,0.0,0.0
MMAA,ENSG00000151611,Gene Expression,GRCh38,False,False,False,272,0.056290064,0.05476283,94.55128205128204,281.0,5.641907
